"IDStazione";"StazioneExtra";"Nome";"Strumento";"TipoStrumento";"IDSensoreRete";"X_GB";"Y_GB";"X_LAT";"Y_LON";"Quota";"QuotaTerra";"UnitaMisura"
TOS01001225;0;Case Passerini;termometro;termo resistenza;737251;1674393.27;4854153.6;43.8197472851772;11.1682332026888;33.00;10.00;°C
